punch_velocity,hand_acceleration,deceleration_rate,peak_velocity,velocity_profile_smoothness,horizontal_angle,vertical_angle,punch_distance,hand_trajectory_x,hand_trajectory_y,hand_trajectory_z,target_precision,contact_force,impact_duration,contact_area,force_transfer_efficiency,defensive_position,guard_height,reaction_time,force_absorption,deflection_angle,shoulder_rotation,hip_rotation,weight_transfer,torso_targeting,punch_power,energy_efficiency,motion_duration,preparation_time,recovery_time,rhythm_consistency,timing_precision,label
13.741785382528082,17.585207096486446,16.61922134525173,17.04605971281605,0.8265846625276664,33.126904344406555,9.737638446522174,0.7267434729152908,0.5295788421097571,1.8042560043585965,0.262926584575003,0.8534270246429744,289.67849086264135,0.04173439510684404,16.375410837434835,0.7937712470759027,0.19871688796655762,1.7314247332595274,0.20459879622393945,0.12938481493323545,17.32824384460777,43.19378959610771,25.33764102343962,0.5575251813786543,0.24556172754748173,325.5461294854933,0.6849006422577697,0.38005584146765375,0.13198083930243584,0.23541531251033615,0.7898293387770603,1.0852278184508939,0
12.466256938155166,14.8268672131323,17.05636228025797,11.558312700057956,0.8708863595004755,19.322639008961794,1.0154418533047087,0.6696861235869124,0.7107699869993116,1.767136828118997,0.29074813740894073,0.8698896304410711,220.8591203853029,0.06560311583210583,22.696806145201062,0.9557122226218916,0.33436182895684613,1.5236959844637266,0.26620419846973975,0.18074588597918417,6.6153899984702065,49.89341031072694,30.154997612479754,0.7931280119116199,0.21607824767773615,304.53938120743925,0.8331263431403564,0.4280436101697887,0.1356247728646413,0.24071705116680914,0.7393665025993972,0.7803793375919329,0
14.531314555985496,22.06872008571247,14.819974696049165,16.007065795784047,0.8861636025047634,29.839041963159005,6.084186816525242,0.8038036566465969,0.5946260941335072,1.9064643655814006,0.09042039167282043,0.9821902504375224,283.48188272952683,0.07401985299068266,25.45880388267751,0.6512431085399106,0.2780328112162488,1.7357112571511746,0.32389470223707584,0.17408648908631763,5.957531985534062,40.98594365132371,29.57701058851037,0.7328751109659684,0.2470239796232961,345.6633716556678,0.8097077549348041,0.42749159924263114,0.12893840718367944,0.2336168926701116,0.8107891846867842,0.7536485051867882,0
13.24030069266144,18.783165816539668,15.012783641606152,13.530825733249706,0.7084629257949585,31.63483741787713,3.9718564504196916,0.5697722730778381,0.5758071432500986,1.7904050856814537,0.4508948720968424,0.9174577812831839,290.30201562891057,0.07851108168467666,15.406143923504793,0.8473486124550783,0.3060230209941026,1.9463242112485286,0.24038195176094387,0.21507736711668063,9.826441151473784,35.65057569904374,30.714114072575104,0.7751933032686774,0.3791031947043047,274.53062726026303,0.94027943109361,0.2378519149766175,0.1676057128140081,0.3595227812904989,0.7509463674869311,0.8433702270397229,0
12.749128412719102,16.489573037651404,11.123341422334668,14.137125949612054,0.7437696286273895,38.788739445081454,2.2417272972985907,0.804993440501754,0.4825120061495644,1.7177938483794324,0.3650813773895736,0.7769135683566045,289.0983973841652,0.10614285508564857,16.96258382719386,0.8684633858532304,0.3259882794248423,1.778182287177731,0.1881524644560959,0.13397716934578618,12.609707828084488,47.375877385865486,26.252464251729382,0.7346448209496975,0.23199752784215089,331.61268485805016,0.8293072473298682,0.2928518865578906,0.2059732353343427,0.2736916460455894,0.7308696502797352,0.965655360863383,0
10.063295824431696,20.361253811227357,17.89648894751851,12.358635363296578,0.9463376129244322,38.30224741549198,7.4661804799834695,0.8396792982653948,0.5631917825995694,1.674626383564251,0.22883884562995813,0.8184189715034562,276.9159316234358,0.08682303949633288,26.383453996650097,0.9327183249036024,0.30130018918779067,1.8453534077157316,0.2367671583381022,0.33600845832948095,13.12833673882503,38.14273954866974,19.64553750969444,0.7482472415243184,0.2776537214674149,355.70002470460463,0.8473237624573545,0.34417368698745016,0.12459618845794784,0.17425763876570677,0.8053485047932979,0.9856398794323473,0
13.03523436032551,14.262783663864036,15.432952314627954,14.770634759457673,0.7616142563798867,36.22980084756422,5.174626155337999,0.5357029702169377,0.6536681040522425,1.8060784526368234,0.38664409945402217,1.0053802052034904,224.89322528171635,0.06124349920169754,27.5751763360433,0.9013785950912209,0.35150476863060476,2.085273149065472,0.27854452553465836,0.25677828200902997,14.770008817466012,50.21113001044638,23.42365377679827,0.7758969220493267,0.2227174785462428,308.15906966299957,0.7514636452170897,0.3565499311509058,0.21943975700020524,0.15663674037041259,0.9186260190374513,0.7387284128810349,0
11.320170335526416,21.2668517909021,15.160700047738658,11.844510444141388,0.7784696290740032,40.4367819914774,2.8089001048485898,0.6716458589581975,0.606835775985572,1.6848399652394184,0.47151552714602607,0.9633919022318012,198.99429653369572,0.08372908629538856,21.69106767615806,0.9352433334796224,0.22074792615672992,1.6885263558533101,0.2752493639490229,0.24328775970850608,3.9985179647211186,42.323990113272416,22.62527344419522,0.6346670767426288,0.4765454240281097,340.2490855480478,0.6739116045664955,0.42342895576438205,0.213664685910379,0.3016232630275574,0.6980630034045986,0.8515765927133749,0
15.667277872966556,15.876991603143658,16.109548570365572,15.549268106858673,0.7573069528421916,34.5237971515056,-4.723802020207218,0.547561235866571,0.562114777291026,1.625221681803515,0.4305929043145308,0.7569858622039367,262.39822053212066,0.08261481154572183,32.20636644533058,0.706413784882056,0.41631637521549597,1.7010233061019586,0.20092456744760245,0.22310517371316355,10.995298477867351,40.19826498272964,25.349010424950094,0.6614686403138239,0.31135173452512477,353.10653372605236,0.9586016816145353,0.25097476009385206,0.213991001239688,0.15239561002387492,0.8348214904964416,0.9588317206484577,0
13.202479669337581,16.13190144053822,14.479694374106812,13.013998130682335,0.7910635243055788,41.7968167761682,6.071046457895142,0.5807090404739346,0.7349399813149876,1.780729952087661,0.36502896950711683,0.9629628841923612,246.8401995631171,0.0687963791960606,28.736468025616308,0.9110370265433465,0.29790984060358516,1.7117327383308782,0.31388324478942126,0.17042143055820852,12.73548690585019,43.38245878052885,23.9115939838639,0.8098776851987189,0.382541634898803,360.67548180003195,0.9305478807154329,0.3516803073306207,0.17045858913884893,0.2344866621703272,0.8824166352488442,0.8869856945632315,0
